"PARENTOBJECTTYPE","PARENTID","CHILDID","CHILDOBJECTTYPE","CREATEDAT","UPDATEDAT"
"escooccupation","67068ead85654550e38525db","67068ead85654550e3851e6e","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"escooccupation","67068eac85654550e3851d07","67068ead85654550e3851e6f","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"escooccupation","67068ead85654550e38520a4","67068ead85654550e3851e70","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"occupationgroup","67068e9c85654550e384dffc","67068ead85654550e3851e71","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e03a","67068ead85654550e3851e72","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e0d7","67068ead85654550e3851e73","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e008","67068ead85654550e3851e74","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"escooccupation","67068ead85654550e385206b","67068ead85654550e3851e75","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"occupationgroup","67068e9c85654550e384e10e","67068ead85654550e3851e76","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384df16","67068ead85654550e3851e77","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
